team_1,team_2,winner,margin,ground,ground_url,match_date,scorecard,scorecard_url
Pakistan,Australia,Pakistan,59 runs,Hyderabad (Sind),http://stats.espncricinfo.com/ci/content/ground/58936.html,1982-09-20,ODI # 158,http://stats.espncricinfo.com/ci/engine/match/64193.html
India,Sri Lanka,India,6 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,1982-09-26,ODI # 159,http://stats.espncricinfo.com/ci/engine/match/64194.html
Pakistan,Australia,Pakistan,28 runs,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1982-10-08,ODI # 160,http://stats.espncricinfo.com/ci/engine/match/64195.html
Pakistan,India,Pakistan,14 runs,Gujranwala,http://stats.espncricinfo.com/ci/content/ground/58930.html,1982-12-03,ODI # 162,http://stats.espncricinfo.com/ci/engine/match/64197.html
Pakistan,India,Pakistan,37 runs,Multan,http://stats.espncricinfo.com/ci/content/ground/58982.html,1982-12-17,ODI # 163,http://stats.espncricinfo.com/ci/engine/match/64198.html
Pakistan,India,India,18 runs,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1982-12-31,ODI # 164,http://stats.espncricinfo.com/ci/engine/match/64199.html
Australia,New Zealand,Australia,8 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1983-01-09,ODI # 165,http://stats.espncricinfo.com/ci/engine/match/65338.html
Australia,England,Australia,31 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-01-11,ODI # 166,http://stats.espncricinfo.com/ci/engine/match/65339.html
England,New Zealand,New Zealand,2 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1983-01-13,ODI # 167,http://stats.espncricinfo.com/ci/engine/match/65340.html
England,New Zealand,England,54 runs,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1983-01-15,ODI # 168,http://stats.espncricinfo.com/ci/engine/match/65341.html
Australia,England,Australia,7 wickets,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1983-01-16,ODI # 169,http://stats.espncricinfo.com/ci/engine/match/65342.html
Australia,New Zealand,New Zealand,47 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-01-18,ODI # 170,http://stats.espncricinfo.com/ci/engine/match/65343.html
England,New Zealand,England,8 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-01-20,ODI # 171,http://stats.espncricinfo.com/ci/engine/match/65344.html
Pakistan,India,Pakistan,8 wickets,Karachi,http://stats.espncricinfo.com/ci/content/ground/58956.html,1983-01-21,ODI # 172,http://stats.espncricinfo.com/ci/engine/match/64200.html
Australia,New Zealand,New Zealand,58 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1983-01-22,ODI # 173,http://stats.espncricinfo.com/ci/engine/match/65345.html
Australia,England,Australia,5 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1983-01-23,ODI # 174,http://stats.espncricinfo.com/ci/engine/match/65346.html
Australia,England,England,98 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-01-26,ODI # 175,http://stats.espncricinfo.com/ci/engine/match/65347.html
England,New Zealand,New Zealand,4 wickets,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1983-01-29,ODI # 176,http://stats.espncricinfo.com/ci/engine/match/65348.html
Australia,England,England,14 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1983-01-30,ODI # 177,http://stats.espncricinfo.com/ci/engine/match/65349.html
Australia,New Zealand,New Zealand,47 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1983-01-31,ODI # 178,http://stats.espncricinfo.com/ci/engine/match/65350.html
England,New Zealand,New Zealand,7 wickets,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1983-02-05,ODI # 179,http://stats.espncricinfo.com/ci/engine/match/65351.html
Australia,New Zealand,Australia,27 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1983-02-06,ODI # 180,http://stats.espncricinfo.com/ci/engine/match/65352.html
Australia,New Zealand,Australia,6 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-02-09,ODI # 181,http://stats.espncricinfo.com/ci/engine/match/65353.html
Australia,New Zealand,Australia,149 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1983-02-13,ODI # 182,http://stats.espncricinfo.com/ci/engine/match/65354.html
New Zealand,England,New Zealand,6 wickets,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1983-02-19,ODI # 183,http://stats.espncricinfo.com/ci/engine/match/64201.html
New Zealand,England,New Zealand,103 runs,Wellington,http://stats.espncricinfo.com/ci/content/ground/58895.html,1983-02-23,ODI # 184,http://stats.espncricinfo.com/ci/engine/match/64202.html
New Zealand,England,New Zealand,84 runs,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1983-02-26,ODI # 185,http://stats.espncricinfo.com/ci/engine/match/64203.html
New Zealand,Sri Lanka,New Zealand,65 runs,Dunedin,http://stats.espncricinfo.com/ci/content/ground/58822.html,1983-03-02,ODI # 186,http://stats.espncricinfo.com/ci/engine/match/64204.html
West Indies,India,West Indies,52 runs,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,1983-03-09,ODI # 187,http://stats.espncricinfo.com/ci/engine/match/64205.html
Australia,New Zealand,New Zealand,14 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1983-03-17,ODI # 188,http://stats.espncricinfo.com/ci/engine/match/64206.html
New Zealand,Sri Lanka,New Zealand,7 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,1983-03-19,ODI # 189,http://stats.espncricinfo.com/ci/engine/match/64207.html
New Zealand,Sri Lanka,New Zealand,116 runs,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1983-03-20,ODI # 190,http://stats.espncricinfo.com/ci/engine/match/64208.html
West Indies,India,India,27 runs,Albion,http://stats.espncricinfo.com/ci/content/ground/59417.html,1983-03-29,ODI # 191,http://stats.espncricinfo.com/ci/engine/match/64209.html
West Indies,India,West Indies,7 wickets,St George's,http://stats.espncricinfo.com/ci/content/ground/59492.html,1983-04-07,ODI # 192,http://stats.espncricinfo.com/ci/engine/match/64210.html
Sri Lanka,Australia,Sri Lanka,2 wickets,Colombo (PSS),http://stats.espncricinfo.com/ci/content/ground/59303.html,1983-04-13,ODI # 193,http://stats.espncricinfo.com/ci/engine/match/64211.html
Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (PSS),http://stats.espncricinfo.com/ci/content/ground/59303.html,1983-04-16,ODI # 194,http://stats.espncricinfo.com/ci/engine/match/64212.html
England,New Zealand,England,106 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1983-06-09,ODI # 197,http://stats.espncricinfo.com/ci/engine/match/65064.html
Pakistan,Sri Lanka,Pakistan,50 runs,Swansea,http://stats.espncricinfo.com/ci/content/ground/57347.html,1983-06-09,ODI # 198,http://stats.espncricinfo.com/ci/engine/match/65065.html
Australia,Zimbabwe,Zimbabwe,13 runs,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1983-06-09,ODI # 199,http://stats.espncricinfo.com/ci/engine/match/65066.html
India,West Indies,India,34 runs,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1983-06-09,ODI # 200,http://stats.espncricinfo.com/ci/engine/match/65067.html
England,Sri Lanka,England,47 runs,Taunton,http://stats.espncricinfo.com/ci/content/ground/57351.html,1983-06-11,ODI # 201,http://stats.espncricinfo.com/ci/engine/match/65068.html
New Zealand,Pakistan,New Zealand,52 runs,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1983-06-11,ODI # 202,http://stats.espncricinfo.com/ci/engine/match/65069.html
Australia,West Indies,West Indies,101 runs,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1983-06-11,ODI # 203,http://stats.espncricinfo.com/ci/engine/match/65070.html
India,Zimbabwe,India,5 wickets,Leicester,http://stats.espncricinfo.com/ci/content/ground/57100.html,1983-06-11,ODI # 204,http://stats.espncricinfo.com/ci/engine/match/65071.html
England,Pakistan,England,8 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1983-06-13,ODI # 205,http://stats.espncricinfo.com/ci/engine/match/65072.html
New Zealand,Sri Lanka,New Zealand,5 wickets,Bristol,http://stats.espncricinfo.com/ci/content/ground/56831.html,1983-06-13,ODI # 206,http://stats.espncricinfo.com/ci/engine/match/65073.html
Australia,India,Australia,162 runs,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1983-06-13,ODI # 207,http://stats.espncricinfo.com/ci/engine/match/65074.html
West Indies,Zimbabwe,West Indies,8 wickets,Worcester,http://stats.espncricinfo.com/ci/content/ground/57424.html,1983-06-13,ODI # 208,http://stats.espncricinfo.com/ci/engine/match/65075.html
England,New Zealand,New Zealand,2 wickets,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1983-06-15,ODI # 209,http://stats.espncricinfo.com/ci/engine/match/65076.html
India,West Indies,West Indies,66 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1983-06-15,ODI # 210,http://stats.espncricinfo.com/ci/engine/match/65077.html
Pakistan,Sri Lanka,Pakistan,11 runs,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1983-06-16,ODI # 211,http://stats.espncricinfo.com/ci/engine/match/65078.html
Australia,Zimbabwe,Australia,32 runs,Southampton,http://stats.espncricinfo.com/ci/content/ground/57309.html,1983-06-16,ODI # 212,http://stats.espncricinfo.com/ci/engine/match/65079.html
England,Pakistan,England,7 wickets,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1983-06-18,ODI # 213,http://stats.espncricinfo.com/ci/engine/match/65080.html
New Zealand,Sri Lanka,Sri Lanka,3 wickets,Derby,http://stats.espncricinfo.com/ci/content/ground/56953.html,1983-06-18,ODI # 214,http://stats.espncricinfo.com/ci/engine/match/65081.html
Australia,West Indies,West Indies,7 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1983-06-18,ODI # 215,http://stats.espncricinfo.com/ci/engine/match/65082.html
India,Zimbabwe,India,31 runs,Tunbridge Wells,http://stats.espncricinfo.com/ci/content/ground/57367.html,1983-06-18,ODI # 216,http://stats.espncricinfo.com/ci/engine/match/65083.html
England,Sri Lanka,England,9 wickets,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1983-06-20,ODI # 217,http://stats.espncricinfo.com/ci/engine/match/65084.html
New Zealand,Pakistan,Pakistan,11 runs,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1983-06-20,ODI # 218,http://stats.espncricinfo.com/ci/engine/match/65085.html
Australia,India,India,118 runs,Chelmsford,http://stats.espncricinfo.com/ci/content/ground/56887.html,1983-06-20,ODI # 219,http://stats.espncricinfo.com/ci/engine/match/65086.html
West Indies,Zimbabwe,West Indies,10 wickets,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1983-06-20,ODI # 220,http://stats.espncricinfo.com/ci/engine/match/65087.html
England,India,India,6 wickets,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1983-06-22,ODI # 221,http://stats.espncricinfo.com/ci/engine/match/65088.html
Pakistan,West Indies,West Indies,8 wickets,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1983-06-22,ODI # 222,http://stats.espncricinfo.com/ci/engine/match/65089.html
India,West Indies,India,43 runs,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1983-06-25,ODI # 223,http://stats.espncricinfo.com/ci/engine/match/65090.html
India,Pakistan,India,4 wickets,Hyderabad (Deccan),http://stats.espncricinfo.com/ci/content/ground/58136.html,1983-09-10,ODI # 224,http://stats.espncricinfo.com/ci/engine/match/64215.html
India,Pakistan,India,4 wickets,Jaipur,http://stats.espncricinfo.com/ci/content/ground/58162.html,1983-10-02,ODI # 225,http://stats.espncricinfo.com/ci/engine/match/64216.html
India,West Indies,West Indies,28 runs,Srinagar,http://stats.espncricinfo.com/ci/content/ground/58456.html,1983-10-13,ODI # 226,http://stats.espncricinfo.com/ci/engine/match/64217.html
India,West Indies,West Indies,4 wickets,Vadodara,http://stats.espncricinfo.com/ci/content/ground/58519.html,1983-11-09,ODI # 227,http://stats.espncricinfo.com/ci/engine/match/64218.html
India,West Indies,West Indies,8 wickets,Indore,http://stats.espncricinfo.com/ci/content/ground/58151.html,1983-12-01,ODI # 228,http://stats.espncricinfo.com/ci/engine/match/64219.html
India,West Indies,West Indies,104 runs,Jamshedpur,http://stats.espncricinfo.com/ci/content/ground/58180.html,1983-12-07,ODI # 229,http://stats.espncricinfo.com/ci/engine/match/64220.html
India,West Indies,West Indies,6 wickets,Guwahati,http://stats.espncricinfo.com/ci/content/ground/58114.html,1983-12-17,ODI # 230,http://stats.espncricinfo.com/ci/engine/match/64221.html
Australia,West Indies,West Indies,27 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-01-08,ODI # 231,http://stats.espncricinfo.com/ci/engine/match/65355.html
Australia,Pakistan,Australia,34 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1984-01-10,ODI # 232,http://stats.espncricinfo.com/ci/engine/match/65356.html
Pakistan,West Indies,Pakistan,97 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-01-12,ODI # 233,http://stats.espncricinfo.com/ci/engine/match/65357.html
Pakistan,West Indies,West Indies,5 wickets,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1984-01-14,ODI # 234,http://stats.espncricinfo.com/ci/engine/match/65358.html
Australia,West Indies,West Indies,28 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1984-01-17,ODI # 236,http://stats.espncricinfo.com/ci/engine/match/65360.html
Pakistan,West Indies,West Indies,5 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1984-01-19,ODI # 237,http://stats.espncricinfo.com/ci/engine/match/65361.html
Australia,Pakistan,Australia,43 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-01-21,ODI # 238,http://stats.espncricinfo.com/ci/engine/match/65362.html
Australia,West Indies,West Indies,26 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-01-22,ODI # 239,http://stats.espncricinfo.com/ci/engine/match/65363.html
Australia,Pakistan,Australia,87 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1984-01-25,ODI # 240,http://stats.espncricinfo.com/ci/engine/match/65364.html
Pakistan,West Indies,West Indies,1 wicket,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1984-01-28,ODI # 241,http://stats.espncricinfo.com/ci/engine/match/65365.html
Australia,West Indies,West Indies,6 wickets,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1984-01-29,ODI # 242,http://stats.espncricinfo.com/ci/engine/match/65366.html
Australia,Pakistan,Australia,70 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1984-01-30,ODI # 243,http://stats.espncricinfo.com/ci/engine/match/65367.html
Pakistan,West Indies,West Indies,7 wickets,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1984-02-04,ODI # 244,http://stats.espncricinfo.com/ci/engine/match/65368.html
Australia,West Indies,Australia,14 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1984-02-05,ODI # 245,http://stats.espncricinfo.com/ci/engine/match/65369.html
Australia,West Indies,West Indies,9 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1984-02-08,ODI # 246,http://stats.espncricinfo.com/ci/engine/match/65370.html
Australia,West Indies,tied,,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-02-11,ODI # 247,http://stats.espncricinfo.com/ci/engine/match/65371.html
Australia,West Indies,West Indies,6 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1984-02-12,ODI # 248,http://stats.espncricinfo.com/ci/engine/match/65372.html
New Zealand,England,England,54 runs,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1984-02-18,ODI # 249,http://stats.espncricinfo.com/ci/engine/match/64222.html
New Zealand,England,England,6 wickets,Wellington,http://stats.espncricinfo.com/ci/content/ground/58895.html,1984-02-22,ODI # 250,http://stats.espncricinfo.com/ci/engine/match/64223.html
New Zealand,England,New Zealand,7 wickets,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1984-02-25,ODI # 251,http://stats.espncricinfo.com/ci/engine/match/64224.html
West Indies,Australia,West Indies,8 wickets,Albion,http://stats.espncricinfo.com/ci/content/ground/59417.html,1984-02-29,ODI # 252,http://stats.espncricinfo.com/ci/engine/match/64225.html
Sri Lanka,New Zealand,New Zealand,104 runs,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,1984-03-03,ODI # 253,http://stats.espncricinfo.com/ci/engine/match/64226.html
Pakistan,England,Pakistan,6 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1984-03-09,ODI # 254,http://stats.espncricinfo.com/ci/engine/match/64227.html
